rider_id,age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,city_name,order_day,order_month,order_day_of_week,is_weekend,pickup_time_minutes,order_time_hour,order_time_of_day,distance,distance_type
DEHRES20DEL02 ,36.0,4.7,,,,,cloudy,jam,0,buffet,motorcycle,1.0,no,metropolitian,29,DEH,13,2,sunday,1,15.0,20.0,night,,
VADRES11DEL03 ,36.0,5.0,22.308096,73.167753,22.398096,73.257753,cloudy,jam,2,meal,scooter,2.0,yes,metropolitian,47,VAD,10,3,thursday,0,10.0,19.0,evening,13.631440268080546,long
MYSRES14DEL02 ,38.0,3.7,,,,,windy,medium,2,buffet,scooter,1.0,no,metropolitian,32,MYS,2,4,saturday,1,5.0,17.0,evening,,
VADRES15DEL01 ,21.0,4.4,,,,,fog,high,2,meal,electric_scooter,1.0,no,metropolitian,32,VAD,28,3,monday,0,15.0,12.0,afternoon,,
JAPRES010DEL03 ,22.0,5.0,26.921411,75.793604,26.951411,75.823604,fog,jam,0,meal,motorcycle,1.0,no,urban,23,JAP,5,3,saturday,1,5.0,19.0,evening,4.469027394505617,short
AGRRES20DEL02 ,22.0,5.0,27.158822,78.045359,27.208822,78.095359,sandstorms,medium,1,buffet,scooter,1.0,no,metropolitian,21,AGR,15,2,tuesday,0,10.0,19.0,evening,7.441115400373107,medium
JAPRES13DEL03 ,20.0,5.0,26.846156,75.8023,26.936156,75.8923,sunny,medium,2,snack,electric_scooter,1.0,no,metropolitian,15,JAP,4,3,friday,0,10.0,18.0,evening,13.409462339213027,long
PUNERES08DEL03 ,20.0,4.5,18.53408,73.89852,18.62408,73.98852,windy,medium,1,drinks,scooter,1.0,no,metropolitian,18,PUNE,2,4,saturday,1,10.0,18.0,evening,13.788947117364545,long
KOCRES20DEL02 ,34.0,4.9,9.979186,76.317361,10.029186,76.367361,fog,medium,2,buffet,electric_scooter,0.0,no,urban,15,KOC,17,2,thursday,0,10.0,18.0,evening,7.803121800165609,medium
MYSRES13DEL02 ,33.0,4.9,12.310972,76.659264,12.330972,76.679264,sunny,high,1,buffet,motorcycle,1.0,no,urban,16,MYS,17,3,thursday,0,10.0,11.0,morning,3.109059104393369,short
ALHRES09DEL03 ,23.0,4.9,,,,,stormy,jam,2,buffet,electric_scooter,1.0,no,urban,20,ALH,14,2,monday,0,10.0,21.0,night,,
MUMRES14DEL01 ,20.0,4.8,19.1813,72.836191,19.2213,72.876191,windy,high,0,drinks,motorcycle,1.0,no,metropolitian,16,MUM,11,3,friday,0,15.0,14.0,afternoon,6.117673772819904,medium
INDORES02DEL02 ,30.0,4.8,22.651847,75.881991,22.731847,75.961991,stormy,medium,0,drinks,motorcycle,2.0,no,metropolitian,43,INDO,18,3,friday,0,15.0,18.0,evening,12.103166363270562,long
JAPRES010DEL02 ,30.0,4.7,26.921411,75.793604,27.051411,75.923604,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,21,JAP,4,4,monday,0,15.0,22.0,night,19.361976407426397,very_long
HYDRES05DEL03 ,39.0,4.7,17.433809,78.386744,17.493809,78.446744,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,29,HYD,19,3,saturday,1,15.0,18.0,evening,9.220316822180319,medium
MYSRES19DEL01 ,,,12.334022,76.618203,12.374022,76.658203,,,3,drinks,scooter,1.0,no,urban,16,MYS,30,3,wednesday,0,,,,6.217735074214348,medium
JAPRES14DEL02 ,30.0,4.5,26.88842,75.800689,26.93842,75.850689,sunny,jam,1,snack,scooter,1.0,no,metropolitian,23,JAP,7,3,monday,0,10.0,20.0,night,7.449051156906713,medium
RANCHIRES01DEL02 ,34.0,4.3,23.416792,85.316842,23.496792,85.396842,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,39,RANCHI,29,3,tuesday,0,10.0,21.0,night,12.071652559029582,long
JAPRES19DEL02 ,24.0,3.7,26.913726,75.75282,26.963726,75.80282,sunny,jam,0,drinks,motorcycle,1.0,yes,urban,45,JAP,24,3,thursday,0,15.0,20.0,night,7.448311138215936,medium
COIMBRES17DEL01 ,39.0,4.7,11.026117,76.944652,11.136117,77.054652,fog,jam,0,meal,motorcycle,3.0,yes,metropolitian,54,COIMB,8,3,tuesday,0,5.0,20.0,night,17.13737798601516,very_long
HYDRES11DEL02 ,21.0,4.7,17.430448,78.418213,17.510448,78.498213,cloudy,jam,0,buffet,motorcycle,1.0,no,metropolitian,37,HYD,31,3,thursday,0,15.0,20.0,night,12.29354192492578,long
LUDHRES19DEL01 ,38.0,4.0,30.902872,75.826808,30.912872,75.836808,sandstorms,low,0,meal,motorcycle,,no,,21,LUDH,15,2,tuesday,0,10.0,10.0,morning,1.4651400191363693,short
MYSRES03DEL01 ,30.0,3.6,12.299524,76.64262,12.409524,76.75262,stormy,jam,1,snack,scooter,1.0,no,metropolitian,42,MYS,29,3,tuesday,0,15.0,22.0,night,17.09875410817548,very_long
HYDRES15DEL03 ,21.0,4.6,17.45971,78.368855,17.54971,78.458855,fog,medium,2,buffet,electric_scooter,1.0,no,metropolitian,27,HYD,10,3,thursday,0,15.0,18.0,evening,13.828993309155415,long
RANCHIRES12DEL01 ,28.0,4.9,,,,,stormy,jam,1,meal,motorcycle,1.0,no,metropolitian,26,RANCHI,6,3,sunday,1,5.0,19.0,evening,,
HYDRES08DEL02 ,30.0,4.7,17.438263,78.397865,17.488263,78.447865,sandstorms,low,2,buffet,scooter,1.0,no,urban,20,HYD,26,3,saturday,1,10.0,22.0,night,7.683608397233649,medium
RANCHIRES07DEL01 ,25.0,4.5,23.359407,85.325055,23.369407,85.335055,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,26,RANCHI,11,3,friday,0,5.0,10.0,morning,1.5094383155993516,short
PUNERES07DEL02 ,28.0,4.5,18.546947,73.900626,18.626947,73.980626,windy,low,1,meal,scooter,0.0,no,metropolitian,19,PUNE,25,3,friday,0,10.0,22.0,night,12.256574293065658,long
CHENRES04DEL02 ,28.0,4.7,13.02978,80.208812,13.15978,80.338812,fog,low,2,snack,scooter,0.0,no,metropolitian,20,CHEN,4,4,monday,0,5.0,23.0,night,20.178893713604634,very_long
DEHRES010DEL03 ,24.0,4.6,30.328174,78.049117,30.468174,78.189117,cloudy,low,1,snack,motorcycle,1.0,no,metropolitian,29,DEH,14,2,monday,0,10.0,22.0,night,20.558000388188063,very_long
MUMRES08DEL03 ,22.0,4.9,19.065838,72.832658,19.095838,72.862658,sunny,jam,2,meal,scooter,1.0,no,metropolitian,17,MUM,15,3,tuesday,0,15.0,20.0,night,4.589834614418373,short
HYDRES19DEL01 ,23.0,4.6,17.458998,78.500366,17.498998,78.540366,cloudy,medium,2,meal,electric_scooter,0.0,no,urban,11,HYD,3,3,thursday,0,5.0,15.0,afternoon,6.14663364596065,medium
BANGRES02DEL02 ,38.0,4.7,12.970221,77.645396,12.990221,77.665396,cloudy,low,0,buffet,motorcycle,1.0,no,metropolitian,21,BANG,5,3,saturday,1,10.0,9.0,morning,3.1051455399287056,short
COIMBRES20DEL02 ,33.0,4.9,10.994136,76.963303,11.014136,76.983303,sandstorms,high,0,buffet,motorcycle,1.0,no,semi-urban,49,COIMB,11,3,friday,0,5.0,11.0,morning,3.1162880555409944,short
DEHRES02DEL02 ,27.0,4.7,,,,,sandstorms,jam,1,buffet,motorcycle,1.0,no,metropolitian,20,DEH,16,2,wednesday,0,15.0,19.0,evening,,
KOLRES01DEL02 ,31.0,4.7,22.514688,88.393294,22.534688,88.413294,windy,high,2,snack,electric_scooter,1.0,no,metropolitian,26,KOL,15,2,tuesday,0,5.0,11.0,morning,3.027483634851258,short
MUMRES13DEL01 ,35.0,5.0,19.178321,72.834715,19.288321,72.944715,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,50,MUM,25,3,friday,0,5.0,19.0,evening,16.822056546203214,very_long
INDORES04DEL02 ,,,22.753659,75.903365,22.833659,75.983365,cloudy,jam,0,meal,motorcycle,1.0,no,metropolitian,45,INDO,10,3,thursday,0,,,,12.09902345211663,long
BANGRES01DEL02 ,30.0,4.6,12.933284,77.615428,12.983284,77.665428,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,34,BANG,19,3,saturday,1,10.0,21.0,night,7.7631971453288875,medium
JAPRES07DEL02 ,36.0,4.9,26.766536,75.837333,26.786536,75.857333,sunny,high,1,meal,scooter,1.0,no,urban,15,JAP,15,3,tuesday,0,15.0,11.0,morning,2.9812178551917965,short
AGRRES18DEL01 ,35.0,4.7,27.161694,78.034714,27.231694,78.104714,sunny,low,1,snack,motorcycle,1.0,no,urban,17,AGR,18,2,friday,0,10.0,23.0,night,10.417030220680175,long
MUMRES01DEL02 ,26.0,4.4,19.12663,72.829976,19.14663,72.849976,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,24,MUM,19,3,saturday,1,15.0,9.0,morning,3.0594028768209838,short
JAPRES14DEL01 ,32.0,4.9,26.88842,75.800689,26.92842,75.840689,cloudy,high,1,meal,motorcycle,1.0,no,metropolitian,27,JAP,21,3,monday,0,15.0,13.0,afternoon,5.959357904254251,medium
RANCHIRES14DEL01 ,28.0,4.8,,,,,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,31,RANCHI,16,3,wednesday,0,15.0,18.0,evening,,
SURRES19DEL02 ,38.0,4.6,21.149669,72.772629,21.199669,72.822629,sandstorms,low,2,meal,scooter,1.0,no,metropolitian,28,SUR,5,3,saturday,1,5.0,23.0,night,7.601874226722028,medium
MYSRES20DEL02 ,25.0,4.6,12.337978,76.616792,12.417978,76.696792,cloudy,jam,1,snack,motorcycle,0.0,no,metropolitian,30,MYS,6,4,wednesday,0,15.0,21.0,night,12.434913132379245,long
ALHRES07DEL02 ,20.0,4.4,25.449659,81.839744,25.499659,81.889744,stormy,jam,0,snack,motorcycle,1.0,no,metropolitian,36,ALH,17,2,thursday,0,5.0,20.0,night,7.490205511614555,medium
INDORES11DEL01 ,23.0,4.6,22.751234,75.88949,22.761234,75.89949,cloudy,low,1,buffet,motorcycle,1.0,no,metropolitian,17,INDO,3,4,sunday,1,5.0,10.0,morning,1.5125686168842198,short
MUMRES12DEL01 ,20.0,4.6,19.207222,72.972281,19.217222,72.982281,cloudy,low,1,drinks,scooter,1.0,no,metropolitian,16,MUM,28,3,monday,0,5.0,10.0,morning,1.5293705867132357,short
VADRES14DEL03 ,23.0,4.6,22.311603,73.165012,22.341603,73.195012,windy,low,2,meal,scooter,1.0,no,urban,14,VAD,30,3,wednesday,0,5.0,23.0,night,4.544211841489953,short
MUMRES11DEL01 ,31.0,4.5,18.994237,72.825553,19.064237,72.895553,fog,low,2,drinks,motorcycle,1.0,no,urban,34,MUM,4,4,monday,0,15.0,22.0,night,10.711185800959656,long
MUMRES07DEL01 ,36.0,4.6,19.091458,72.827808,19.201458,72.937808,sunny,jam,0,drinks,motorcycle,1.0,no,urban,28,MUM,4,3,friday,0,10.0,20.0,night,16.826241648658115,very_long
BANGRES06DEL01 ,38.0,4.8,12.979096,77.640625,13.049096,77.710625,windy,low,0,meal,motorcycle,0.0,no,metropolitian,20,BANG,29,3,tuesday,0,10.0,23.0,night,10.86728673513013,long
MUMRES18DEL03 ,,,19.1093,72.825451,19.1393,72.855451,,,3,snack,electric_scooter,0.0,no,metropolitian,16,MUM,9,3,wednesday,0,,,,4.589265860691712,short
BANGRES09DEL01 ,21.0,4.7,12.934179,77.615797,13.044179,77.725797,stormy,jam,2,meal,electric_scooter,0.0,no,urban,21,BANG,23,3,wednesday,0,10.0,20.0,night,17.077999100718277,very_long
LUDHRES13DEL03 ,31.0,4.0,30.893234,75.82172,30.923234,75.85172,fog,jam,2,meal,scooter,0.0,no,metropolitian,32,LUDH,17,2,thursday,0,15.0,21.0,night,4.395412963628291,short
INDORES01DEL03 ,27.0,4.9,22.695207,75.866059,22.725207,75.896059,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,36,INDO,17,3,thursday,0,10.0,20.0,night,4.5384079078628705,short
MYSRES03DEL03 ,25.0,5.0,12.299524,76.64262,12.389524,76.73262,cloudy,jam,2,snack,motorcycle,1.0,no,metropolitian,39,MYS,20,3,sunday,1,15.0,20.0,night,13.990151177257511,long
HYDRES02DEL01 ,,,17.41233,78.449654,17.42233,78.459654,windy,low,1,buffet,motorcycle,0.0,no,metropolitian,28,HYD,9,3,wednesday,0,,,,1.536906134034303,short
PUNERES07DEL01 ,21.0,4.8,18.546947,73.900626,18.656947,74.010626,windy,medium,1,drinks,motorcycle,1.0,no,metropolitian,22,PUNE,20,3,sunday,1,10.0,18.0,evening,16.85208641567295,very_long
CHENRES12DEL01 ,32.0,4.4,12.972793,80.249982,13.012793,80.289982,fog,medium,0,buffet,motorcycle,0.0,no,metropolitian,34,CHEN,5,4,tuesday,0,10.0,16.0,afternoon,6.2101379656240985,medium
PUNERES11DEL01 ,39.0,4.9,18.533811,73.899315,18.643811,74.009315,cloudy,jam,2,drinks,electric_scooter,2.0,no,metropolitian,48,PUNE,2,3,wednesday,0,10.0,21.0,night,16.85270156392274,very_long
RANCHIRES18DEL03 ,26.0,4.7,23.351489,85.324253,23.381489,85.354253,cloudy,jam,0,snack,motorcycle,0.0,no,urban,28,RANCHI,5,4,tuesday,0,5.0,20.0,night,4.528282400326012,short
MYSRES05DEL02 ,22.0,5.0,12.323978,76.627961,12.403978,76.707961,cloudy,low,2,buffet,electric_scooter,1.0,no,urban,29,MYS,12,3,saturday,1,15.0,23.0,night,12.43523852372965,long
COIMBRES04DEL02 ,20.0,4.8,11.024839,77.007003,11.074839,77.057003,cloudy,medium,1,meal,scooter,1.0,no,metropolitian,19,COIMB,9,3,wednesday,0,10.0,17.0,evening,7.790125828454116,medium
MYSRES08DEL02 ,25.0,4.6,12.297954,76.665169,12.317954,76.685169,cloudy,low,1,drinks,scooter,0.0,no,metropolitian,12,MYS,24,3,thursday,0,5.0,9.0,morning,3.1091344143312867,short
MYSRES09DEL01 ,30.0,4.3,12.323194,76.630583,12.333194,76.640583,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,24,MYS,15,3,tuesday,0,5.0,8.0,morning,1.5545086492841058,short
HYDRES04DEL03 ,30.0,5.0,17.411028,78.329645,17.471028,78.389645,cloudy,jam,2,meal,scooter,1.0,no,urban,32,HYD,5,4,tuesday,0,5.0,19.0,evening,9.22086597503784,medium
RANCHIRES18DEL02 ,23.0,4.8,23.351489,85.324253,23.371489,85.344253,sunny,low,2,drinks,electric_scooter,1.0,no,urban,22,RANCHI,5,4,tuesday,0,10.0,10.0,morning,3.0189069957366157,short
SURRES010DEL01 ,37.0,3.7,21.17106,72.789292,21.28106,72.899292,fog,low,2,drinks,scooter,0.0,no,metropolitian,31,SUR,6,4,wednesday,0,10.0,23.0,night,16.72141633133003,very_long
HYDRES12DEL02 ,26.0,4.6,17.429585,78.392621,17.449585,78.412621,fog,low,2,drinks,electric_scooter,1.0,no,urban,12,HYD,1,4,friday,0,10.0,9.0,morning,3.0736336615831137,short
CHENRES16DEL02 ,25.0,4.9,13.049645,80.242268,13.069645,80.262268,sandstorms,low,1,meal,motorcycle,0.0,no,metropolitian,12,CHEN,1,3,tuesday,0,10.0,9.0,morning,3.1046608747206426,short
SURRES20DEL01 ,35.0,4.6,21.15276,72.778059,21.26276,72.888059,cloudy,jam,2,snack,scooter,1.0,no,metropolitian,42,SUR,10,3,thursday,0,10.0,21.0,night,16.72238039080485,very_long
MUMRES01DEL02 ,34.0,4.9,19.12663,72.829976,19.14663,72.849976,sunny,low,2,buffet,motorcycle,0.0,no,metropolitian,10,MUM,15,3,tuesday,0,10.0,8.0,morning,3.0594028768209838,short
MUMRES04DEL01 ,33.0,5.0,19.254567,72.848923,19.264567,72.858923,windy,high,2,drinks,electric_scooter,1.0,no,metropolitian,30,MUM,1,3,tuesday,0,15.0,11.0,morning,1.529162766029632,short
ALHRES010DEL02 ,20.0,4.9,,,,,stormy,low,1,snack,scooter,1.0,no,urban,13,ALH,13,2,sunday,1,10.0,10.0,morning,,
HYDRES05DEL02 ,37.0,3.8,17.433809,78.386744,17.563809,78.516744,sandstorms,jam,2,meal,electric_scooter,1.0,no,metropolitian,41,HYD,4,4,monday,0,5.0,19.0,evening,19.975520086221444,very_long
INDORES07DEL02 ,26.0,4.8,22.722634,75.886959,22.742634,75.906959,fog,low,1,drinks,motorcycle,1.0,no,urban,13,INDO,28,3,monday,0,10.0,9.0,morning,3.025377321543807,short
SURRES03DEL02 ,27.0,4.8,21.186884,72.793616,21.266884,72.873616,sandstorms,low,0,drinks,motorcycle,0.0,no,urban,18,SUR,27,3,sunday,1,10.0,23.0,night,12.160999124282084,long
RANCHIRES08DEL01 ,26.0,4.9,23.353783,85.326967,23.423783,85.396967,sandstorms,low,1,snack,scooter,0.0,no,urban,17,RANCHI,29,3,tuesday,0,15.0,22.0,night,10.565179206181444,long
BANGRES15DEL03 ,22.0,4.8,12.975377,77.696664,13.035377,77.756664,fog,jam,0,meal,motorcycle,1.0,no,metropolitian,25,BANG,1,4,friday,0,10.0,21.0,night,9.314976789360623,medium
GOARES15DEL03 ,35.0,4.6,15.51315,73.78346,15.57315,73.84346,cloudy,low,0,buffet,motorcycle,1.0,no,metropolitian,25,GOA,13,2,sunday,1,15.0,22.0,night,9.264280986804865,medium
RANCHIRES02DEL03 ,29.0,4.7,,,,,fog,medium,1,drinks,motorcycle,,no,urban,14,RANCHI,1,3,tuesday,0,15.0,18.0,evening,,
COIMBRES15DEL03 ,39.0,4.1,11.006686,76.951736,11.096686,77.041736,cloudy,medium,2,buffet,scooter,1.0,no,metropolitian,41,COIMB,6,4,wednesday,0,10.0,17.0,evening,14.022182614282947,long
VADRES12DEL03 ,37.0,4.1,,,,,fog,jam,2,drinks,motorcycle,1.0,no,semi-urban,49,VAD,23,3,wednesday,0,10.0,20.0,night,,
BANGRES02DEL01 ,32.0,4.4,12.970221,77.645396,13.010221,77.685396,stormy,high,0,drinks,motorcycle,0.0,no,metropolitian,46,BANG,5,4,tuesday,0,5.0,14.0,afternoon,6.210169290102755,medium
CHENRES08DEL03 ,33.0,4.1,13.022394,80.242439,13.112394,80.332439,sandstorms,jam,0,buffet,motorcycle,0.0,yes,metropolitian,43,CHEN,6,4,wednesday,0,10.0,21.0,night,13.9707596607468,long
BANGRES11DEL03 ,33.0,4.6,12.934365,77.616155,12.994365,77.676155,sandstorms,low,1,snack,motorcycle,1.0,no,metropolitian,23,BANG,1,3,tuesday,0,5.0,22.0,night,9.315725653468126,medium
GOARES09DEL02 ,22.0,4.4,15.303897,73.914336,15.433897,74.044336,cloudy,jam,2,snack,motorcycle,1.0,no,urban,31,GOA,18,2,friday,0,10.0,20.0,night,20.08073723498421,very_long
PUNERES12DEL03 ,25.0,4.6,18.520016,73.830547,18.610016,73.920547,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,PUNE,10,3,thursday,0,10.0,23.0,night,13.789485363023294,long
AURGRES12DEL03 ,33.0,4.6,19.879631,75.323403,19.909631,75.353403,sandstorms,medium,2,drinks,scooter,0.0,no,metropolitian,28,AURG,15,2,tuesday,0,5.0,17.0,evening,4.578992412219793,short
KOCRES11DEL01 ,26.0,4.6,10.006881,76.345397,10.016881,76.355397,cloudy,low,1,buffet,motorcycle,0.0,no,metropolitian,10,KOC,11,2,friday,0,5.0,9.0,morning,1.5606061760664074,short
VADRES13DEL02 ,31.0,5.0,22.310237,73.158921,22.440237,73.288921,sunny,low,1,buffet,scooter,0.0,no,metropolitian,16,VAD,4,4,monday,0,10.0,22.0,night,19.68841340777118,very_long
CHENRES04DEL03 ,28.0,4.9,13.02978,80.208812,13.11978,80.298812,stormy,jam,1,snack,motorcycle,1.0,no,metropolitian,26,CHEN,16,3,wednesday,0,10.0,20.0,night,13.970556078644911,long
MYSRES06DEL01 ,26.0,4.5,12.323994,76.626167,12.433994,76.736167,sunny,medium,1,meal,scooter,1.0,no,urban,15,MYS,2,4,saturday,1,5.0,17.0,evening,17.097972349714006,very_long
KOLRES20DEL02 ,36.0,4.0,22.514119,88.362504,22.594119,88.442504,cloudy,low,0,drinks,motorcycle,1.0,yes,metropolitian,44,KOL,16,2,wednesday,0,10.0,23.0,night,12.10874543093355,long
SURRES19DEL03 ,20.0,5.0,21.149669,72.772629,21.209669,72.832629,fog,jam,1,snack,scooter,1.0,no,urban,23,SUR,26,3,saturday,1,15.0,19.0,evening,9.12210553959038,medium
CHENRES18DEL01 ,34.0,4.1,12.981615,80.231598,13.021615,80.271598,windy,medium,1,meal,motorcycle,1.0,no,urban,33,CHEN,9,3,wednesday,0,5.0,16.0,afternoon,6.210030477135088,medium
JAPRES19DEL03 ,38.0,5.0,26.913726,75.75282,27.003726,75.842821,sandstorms,low,2,drinks,scooter,1.0,no,metropolitian,25,JAP,6,4,wednesday,0,10.0,23.0,night,13.405971717381743,long
MYSRES13DEL02 ,22.0,5.0,12.310972,76.659264,12.330972,76.679264,stormy,low,1,meal,scooter,0.0,no,metropolitian,15,MYS,24,3,thursday,0,15.0,10.0,morning,3.109059104393369,short
DEHRES08DEL01 ,37.0,4.2,30.359722,78.067079,30.429722,78.137079,cloudy,jam,1,meal,motorcycle,2.0,no,metropolitian,46,DEH,16,2,wednesday,0,5.0,19.0,evening,10.279157046351159,long
COIMBRES19DEL01 ,39.0,4.3,11.022298,76.998349,11.132298,77.108349,stormy,jam,0,snack,motorcycle,3.0,yes,metropolitian,52,COIMB,2,4,saturday,1,15.0,21.0,night,17.137487720369517,very_long
BANGRES03DEL02 ,32.0,5.0,12.979166,77.640709,13.029166,77.690709,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,29,BANG,28,3,monday,0,15.0,18.0,evening,7.7624991757103565,medium
VADRES06DEL03 ,34.0,4.9,22.31279,73.170283,22.34279,73.200283,sandstorms,jam,1,drinks,motorcycle,1.0,no,urban,29,VAD,9,3,wednesday,0,5.0,21.0,night,4.544194013501194,short
KOCRES12DEL03 ,31.0,4.6,9.988483,76.295211,10.048483,76.355211,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,20,KOC,11,2,friday,0,10.0,23.0,night,9.363543018983561,medium
SURRES02DEL02 ,24.0,4.4,21.186608,72.794136,21.316608,72.924136,cloudy,jam,2,drinks,electric_scooter,1.0,no,metropolitian,32,SUR,8,3,tuesday,0,10.0,21.0,night,19.760080920474554,very_long
KOCRES17DEL02 ,38.0,4.7,9.959778,76.296106,9.979778,76.316106,fog,low,0,buffet,motorcycle,1.0,no,metropolitian,28,KOC,15,2,tuesday,0,10.0,9.0,morning,3.1214112858280707,short
PUNERES05DEL03 ,32.0,5.0,18.543626,73.905101,18.603626,73.965101,sandstorms,jam,1,buffet,motorcycle,1.0,no,metropolitian,29,PUNE,9,3,wednesday,0,5.0,20.0,night,9.192770952683547,medium
COIMBRES07DEL03 ,22.0,4.5,10.96185,76.971082,11.02185,77.031082,stormy,jam,0,snack,motorcycle,0.0,no,metropolitian,25,COIMB,21,3,monday,0,5.0,21.0,night,9.349055143284817,medium
RANCHIRES14DEL01 ,20.0,5.0,,,,,sandstorms,low,2,snack,scooter,0.0,no,urban,12,RANCHI,7,3,monday,0,5.0,11.0,morning,,
BANGRES17DEL01 ,22.0,4.7,12.972532,77.608179,13.012532,77.648179,cloudy,medium,0,meal,motorcycle,1.0,no,metropolitian,25,BANG,19,3,saturday,1,10.0,15.0,afternoon,6.210141144622586,medium
CHENRES08DEL02 ,32.0,4.3,13.022394,80.242439,13.042394,80.262439,stormy,low,0,snack,motorcycle,1.0,no,urban,20,CHEN,3,3,thursday,0,10.0,8.0,morning,3.1048274856004796,short
RANCHIRES19DEL03 ,36.0,4.9,23.333017,85.3172,23.393017,85.3772,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,25,RANCHI,15,3,tuesday,0,15.0,20.0,night,9.056672984546829,medium
AGRRES08DEL01 ,32.0,5.0,27.160934,78.044095,27.200934,78.084095,fog,high,2,snack,scooter,2.0,no,metropolitian,39,AGR,11,2,friday,0,15.0,13.0,afternoon,5.952960450572516,medium
MUMRES20DEL02 ,27.0,4.5,19.103249,72.846749,19.183249,72.926749,sandstorms,low,2,drinks,scooter,1.0,no,urban,10,MUM,20,3,sunday,1,10.0,23.0,night,12.237379473670961,long
CHENRES14DEL03 ,30.0,4.9,13.026279,80.174568,13.086279,80.234568,windy,jam,0,drinks,motorcycle,2.0,no,metropolitian,36,CHEN,7,3,monday,0,10.0,19.0,evening,9.314044193379946,medium
BANGRES17DEL01 ,22.0,4.3,12.972532,77.608179,13.082532,77.718179,windy,jam,0,snack,motorcycle,0.0,no,urban,31,BANG,14,3,monday,0,10.0,20.0,night,17.076712975302453,very_long
AGRRES18DEL01 ,24.0,4.6,27.161694,78.034714,27.201694,78.074714,stormy,high,2,drinks,motorcycle,0.0,no,metropolitian,26,AGR,11,2,friday,0,15.0,12.0,afternoon,5.952942537915231,medium
MUMRES15DEL02 ,37.0,4.5,19.176269,72.836721,19.226269,72.886721,sandstorms,low,2,drinks,electric_scooter,1.0,no,urban,21,MUM,5,4,tuesday,0,15.0,0.0,after_midnight,7.647092834675519,medium
INDORES12DEL01 ,21.0,4.5,22.74806,75.8934,22.78806,75.9334,cloudy,high,2,buffet,scooter,1.0,no,metropolitian,30,INDO,19,3,saturday,1,5.0,13.0,afternoon,6.050033592458703,medium
VADRES17DEL02 ,25.0,4.5,,,,,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,19,VAD,1,4,friday,0,10.0,10.0,morning,,
DEHRES16DEL01 ,21.0,4.7,30.342509,78.061187,30.352509,78.071187,fog,high,2,meal,scooter,0.0,no,metropolitian,24,DEH,13,2,sunday,1,5.0,11.0,morning,1.4687537191562712,short
INDORES06DEL02 ,21.0,4.9,22.728163,75.884212,22.748163,75.904212,fog,high,1,drinks,motorcycle,1.0,no,metropolitian,29,INDO,17,3,thursday,0,10.0,11.0,morning,3.0253210909321173,short
AGRRES15DEL02 ,31.0,4.9,,,,,fog,low,2,drinks,scooter,1.0,no,metropolitian,16,AGR,11,2,friday,0,10.0,8.0,morning,,
BANGRES09DEL03 ,35.0,3.5,12.934179,77.615797,13.024179,77.705797,windy,jam,1,drinks,motorcycle,0.0,no,metropolitian,33,BANG,2,4,saturday,1,5.0,19.0,evening,13.973182653917394,long
VADRES12DEL01 ,37.0,4.5,,,,,sunny,low,2,snack,scooter,1.0,no,metropolitian,20,VAD,23,3,wednesday,0,15.0,22.0,night,,
ALHRES02DEL02 ,38.0,5.0,25.453436,81.833167,25.473436,81.853167,cloudy,low,2,buffet,scooter,0.0,no,metropolitian,15,ALH,11,2,friday,0,15.0,10.0,morning,2.9962078010132496,short
CHENRES08DEL03 ,39.0,4.1,13.022394,80.242439,13.052394,80.272439,sandstorms,medium,2,drinks,scooter,1.0,no,metropolitian,33,CHEN,5,4,tuesday,0,5.0,18.0,evening,4.657195393807058,short
PUNERES18DEL02 ,34.0,4.7,18.593481,73.785901,18.643481,73.835901,sandstorms,low,2,buffet,scooter,1.0,no,metropolitian,29,PUNE,1,3,tuesday,0,15.0,22.0,night,7.659687719505771,medium
MUMRES02DEL03 ,22.0,4.6,19.221315,72.862381,19.251315,72.892381,cloudy,jam,1,drinks,motorcycle,2.0,no,metropolitian,34,MUM,5,4,tuesday,0,15.0,19.0,evening,4.587794632025183,short
SURRES16DEL01 ,34.0,5.0,21.160437,72.774209,21.270437,72.884209,windy,low,2,buffet,scooter,1.0,no,metropolitian,25,SUR,4,3,friday,0,5.0,23.0,night,16.721976048741215,very_long
